,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
40312,40312,"Is on par with the others!Is a great movie and they make you care about the characters and fall deep in the story, love where they are going with the franchise!",Martin O,2024-05-13,par others great movie make care character fall deep story love going franchise,positivo
40313,40313,"I like the new addition to the Ape Saga, BUT it's not at the same level that the previous trilogy. I hope that Disney doesn't wears off the franchise, they must has a clear ending point for the story, and not just for making money.",Eye C,2024-05-13,like new addition ape saga level previous trilogy hope disney doesnt wear franchise must clear ending point story making money,positivo
40314,40314,"Though it suffers from some issues on the script side, this is still an exceptional entry to the beloved Apes franchise. The effects are flawless, almost deserving of and oscar, and all the actors give their A-game. I loved Freya Allen as Mae and Owen Teague as Noa, and even though the rest of the characters left more to be desired, all the actors did an amazing job. I'm more than ready to see what comes next for this franchise.",Spencer E,2024-05-13,though suffers issue script side still exceptional entry beloved ape franchise effect flawless almost deserving oscar actor give game loved area allen mae owen league noa even though rest character left desired actor amazing job im ready see come next franchise,positivo
40315,40315,"WE REALLY ENJOYED THE MOVIE, IT WAS WELL DONE",john,2024-05-13,really enjoyed movie well done,positivo
40316,40316,It is amazing to see how attached we can get to the apes! Great movie!,ginsburgmb,2024-05-13,amazing see attached get ape great movie,positivo
40317,40317,I was looking forward to seeing  story line right after Ceasers death.  I didnt know the story was going to restart itself many generations later and need to rebuild a new back story.  Back stories take time.  I also didn't like how most characters didn't know who Ceaser was.,Jenn W,2024-05-13,looking forward seeing story line right ceases death didnt know story going restart many generation later need rebuild new back story back story take time also didnt like character didnt know ceased,negativo
40318,40318,I absolutely disliked this movie. It left me very confused it had nothing to do with Cesar,Chris,2024-05-13,absolutely disliked movie left confused nothing cesar,negativo
40319,40319,Very disappointed. It was a made for TV movie.,Michelle  Z,2024-05-13,disappointed made tv movie,negativo
41580,41580,I enjoyed it quite a bit. Went real good to continued off of the other planet of the Apes movies.,Sharon,2024-05-13,enjoyed quite bit went real good continued planet ape movie,positivo
41581,41581,Boring and long. Had trouble staying awake due to slowness of plot.,Kent M,2024-05-13,boring long trouble staying awake due shownews plot,negativo
41582,41582,I am not sure of the reasons why I decided to attend. I am not sure if I liked it or not. Was the movie a kingdom creation story (as in Noah and the Ark)? I just don't know.,Hersh,2024-05-13,sure reason decided attend sure liked movie kingdom creation story noah ark dont know,positivo
41583,41583,Special effects—-wow,vicki m,2024-05-13,special effects—wow,positivo
41584,41584,Great story and visuals!!! Can’t wait for the sequel!,talieeya d,2024-05-13,great story visuals ’ wait sequel,positivo
41585,41585,Movie was action packed with a great story. The two and a half hours flew by very quickly. Definitely will be another movie. It was very easy to relate with the characters and the issues they faced.,Arthur,2024-05-13,movie action packed great story two half hour flew quickly definitely another movie easy relate character issue faced,positivo
41586,41586,"Yeah, it was a great movie, but from someone who has watched every movie in the series and enjoyed all of them, I expected more from this movie.",Jason O,2024-05-13,yeah great movie someone watched every movie series enjoyed expected movie,positivo
41587,41587,"I was bored throughout. The plot was predictable, the characters flat and not compelling. Whoever convinced William H. Macy to accept this role is a master salesperson. This is a load of nothing.",Tom B,2024-05-13,bored throughout plot predictable character flat compelling whoever convinced william h may accept role master salesperson load nothing,positivo
41588,41588,"The movie was ok. Love the  beginning of the my movie. And not happy with the ending of movie,  one character was not allowed to survive the journey. Pleased with beginners",Lenoize,2024-05-13,movie ok love beginning movie happy ending movie one character allowed survive journey pleased beginner,positivo
41589,41589,"Good, I would recommend it",John D,2024-05-13,good would recommend,positivo
41590,41590,"Slow at the beginning. The apes were living in a paradise built into the ancient skyscrapers, kept waiting for something to go wrong, which it did and the movie really started. Lots of nods to the original movie and the first sequel, but they didn't work in Charlton Heston's most famous line. And the ending, which made Maes reluctance to give away information clear and set up for a part 2. Enjoyed it, might go next week to watch it again",Glen  C,2024-05-13,slow beginning ape living paradise built ancient skyscraper kept waiting something go wrong movie really started lot nod original movie first sequel didnt work charlton lessons famous line ending made makes reluctance give away information clear set part enjoyed might go next week watch,positivo
